Stumptown,2019,16+,7.5/10,73/100,non-existing,HULU,non-existing,non-existing
Harlots,2017,18+,7.7/10,72/100,non-existing,HULU,non-existing,non-existing
UnREAL,2015,16+,7.8/10,72/100,non-existing,HULU,non-existing,non-existing
The Wonder Years,1988,7+,8.3/10,72/100,non-existing,HULU,non-existing,non-existing
Graceland,2013,16+,7.7/10,72/100,non-existing,HULU,non-existing,non-existing
Anthony Bourdain: No Reservations,2005,7+,8.5/10,72/100,non-existing,HULU,non-existing,non-existing
Ugly Betty,2006,7+,6.5/10,72/100,non-existing,HULU,non-existing,non-existing
Marvel's Cloak & Dagger,2018,16+,6.7/10,72/100,non-existing,HULU,non-existing,non-existing
The Bold Type,2017,16+,7.9/10,72/100,non-existing,HULU,non-existing,non-existing
The Resident,2018,16+,7.7/10,72/100,non-existing,HULU,PRIME_VIDEO,non-existing
Dragon Ball,1996,16+,8.5/10,72/100,non-existing,HULU,non-existing,non-existing
The Goldbergs,2013,7+,8.1/10,72/100,non-existing,HULU,non-existing,non-existing
Terriers,2010,18+,8.4/10,72/100,non-existing,HULU,non-existing,non-existing
American Horror Stories,2021,18+,6.5/10,72/100,non-existing,HULU,non-existing,non-existing
ER,1994,16+,7.7/10,72/100,non-existing,HULU,non-existing,non-existing
Fairy Tail,2009,16+,8.0/10,72/100,non-existing,HULU,non-existing,non-existing
Bunheads,2012,16+,7.6/10,72/100,non-existing,HULU,non-existing,non-existing
High Fidelity,2020,18+,7.7/10,72/100,non-existing,HULU,non-existing,non-existing
Horace and Pete,2016,18+,8.5/10,72/100,non-existing,HULU,non-existing,non-existing
The Amazing World of Gumball,2011,7+,8.2/10,71/100,non-existing,HULU,non-existing,non-existing
Blackadder,1983,7+,8.0/10,71/100,non-existing,HULU,PRIME_VIDEO,non-existing
Hell's Kitchen,2005,16+,7.1/10,71/100,non-existing,HULU,PRIME_VIDEO,non-existing
Robot Chicken,2005,18+,7.7/10,71/100,non-existing,HULU,non-existing,non-existing
People of Earth,2016,18+,7.7/10,71/100,non-existing,HULU,non-existing,non-existing
Boruto: Naruto Next Generations,2017,16+,7.0/10,71/100,non-existing,HULU,non-existing,non-existing
The Musketeers,2014,16+,7.8/10,71/100,non-existing,HULU,non-existing,non-existing
Shrill,2019,18+,7.4/10,71/100,non-existing,HULU,non-existing,non-existing
LEGO Masters,2020,7+,7.4/10,71/100,non-existing,HULU,non-existing,non-existing
Good Behavior,2016,18+,8.1/10,71/100,non-existing,HULU,non-existing,non-existing
Murdoch Mysteries,2008,7+,8.1/10,71/100,non-existing,HULU,non-existing,non-existing
Mom,2013,16+,7.2/10,71/100,NETFLIX,HULU,non-existing,non-existing
Will & Grace,1998,16+,7.2/10,71/100,non-existing,HULU,non-existing,non-existing
King of the Hill,1997,7+,7.3/10,71/100,non-existing,HULU,non-existing,non-existing
Doc Martin,2004,7+,8.3/10,71/100,non-existing,HULU,non-existing,non-existing
Impractical Jokers,2011,16+,8.6/10,71/100,non-existing,HULU,non-existing,non-existing
Debris,2021,16+,6.5/10,71/100,non-existing,HULU,non-existing,non-existing
Solar Opposites,2020,18+,8.0/10,70/100,non-existing,HULU,non-existing,non-existing
Trust,2018,18+,7.6/10,70/100,non-existing,HULU,non-existing,non-existing
SIX,2017,18+,7.3/10,70/100,non-existing,HULU,non-existing,non-existing
Last Man Standing,2011,7+,7.5/10,70/100,non-existing,HULU,non-existing,non-existing
Body of Proof,2011,16+,7.1/10,70/100,non-existing,HULU,non-existing,non-existing
The Hitchhiker's Guide to the Galaxy,1981,7+,8.0/10,70/100,non-existing,HULU,PRIME_VIDEO,non-existing
Afro Samurai,2007,18+,7.7/10,70/100,non-existing,HULU,non-existing,non-existing
S.W.A.T.,2017,16+,7.0/10,70/100,non-existing,HULU,non-existing,non-existing
A Million Little Things,2018,16+,7.9/10,70/100,non-existing,HULU,non-existing,non-existing
For Life,2020,16+,7.6/10,70/100,non-existing,HULU,non-existing,non-existing
Battlestar Galactica,1978,7+,7.2/10,70/100,non-existing,HULU,non-existing,non-existing
Alfred Hitchcock Presents,1955,16+,8.5/10,70/100,non-existing,HULU,non-existing,non-existing
Flashpoint,2008,16+,7.7/10,70/100,non-existing,HULU,PRIME_VIDEO,non-existing
The Detour,2016,18+,7.7/10,70/100,non-existing,HULU,non-existing,non-existing
Greek,2007,16+,7.5/10,70/100,non-existing,HULU,non-existing,non-existing
Casual,2015,18+,7.5/10,70/100,non-existing,HULU,non-existing,non-existing
Mary Kills People,2017,18+,7.5/10,70/100,non-existing,HULU,non-existing,non-existing
Mushi-Shi,2005,16+,8.5/10,70/100,non-existing,HULU,PRIME_VIDEO,non-existing
Baskets,2016,18+,7.6/10,70/100,non-existing,HULU,non-existing,non-existing
Touch,2012,16+,7.3/10,70/100,non-existing,HULU,PRIME_VIDEO,non-existing
Rurouni Kenshin,1996,16+,8.5/10,70/100,non-existing,HULU,PRIME_VIDEO,non-existing
Big Sky,2020,16+,6.7/10,70/100,non-existing,HULU,PRIME_VIDEO,non-existing
The Wrong Mans,2013,18+,7.8/10,70/100,non-existing,HULU,non-existing,non-existing
Chance,2016,18+,7.7/10,69/100,non-existing,HULU,non-existing,non-existing
The Split,2018,18+,7.7/10,69/100,non-existing,HULU,non-existing,non-existing
Make It or Break It,2009,16+,7.5/10,69/100,non-existing,HULU,non-existing,non-existing
Das Boot,2018,18+,7.4/10,69/100,non-existing,HULU,non-existing,non-existing
Legit,2013,18+,8.2/10,69/100,non-existing,HULU,non-existing,non-existing
Breeders,2020,18+,7.4/10,69/100,non-existing,HULU,non-existing,non-existing
Queen Sugar,2016,16+,7.6/10,69/100,non-existing,HULU,non-existing,non-existing
MasterChef,2010,16+,7.3/10,69/100,non-existing,HULU,non-existing,non-existing
Young Rock,2021,16+,7.1/10,69/100,non-existing,HULU,non-existing,non-existing
The Eric Andre Show,2012,18+,8.6/10,69/100,non-existing,HULU,non-existing,non-existing
Man Seeking Woman,2015,18+,7.8/10,69/100,non-existing,HULU,non-existing,non-existing
Pretty Little Liars: The Perfectionists,2019,16+,7.0/10,69/100,non-existing,HULU,non-existing,non-existing
Yu Yu Hakusho,1992,16+,8.4/10,69/100,non-existing,HULU,non-existing,non-existing
Lodge 49,2018,16+,7.7/10,69/100,non-existing,HULU,non-existing,non-existing
I Am the Night,2019,18+,7.0/10,69/100,non-existing,HULU,non-existing,non-existing
NOS4A2,2019,16+,6.7/10,69/100,non-existing,HULU,non-existing,non-existing
The Glades,2010,16+,7.4/10,69/100,non-existing,HULU,non-existing,non-existing
The Bridge,2013,18+,7.6/10,69/100,NETFLIX,HULU,non-existing,non-existing
Underground,2016,18+,7.8/10,69/100,non-existing,HULU,PRIME_VIDEO,non-existing
A Teacher,2020,18+,6.9/10,69/100,non-existing,HULU,non-existing,non-existing
Danny Phantom,2004,7+,7.1/10,69/100,non-existing,HULU,non-existing,non-existing
Sliders,1995,7+,7.4/10,69/100,non-existing,HULU,non-existing,non-existing
30 for 30,2009,7+,8.8/10,69/100,non-existing,HULU,non-existing,non-existing
Life in Pieces,2015,16+,8.0/10,69/100,non-existing,HULU,PRIME_VIDEO,non-existing
The Amazing Race,2001,7+,7.6/10,68/100,non-existing,HULU,PRIME_VIDEO,non-existing
Pitch,2016,16+,7.4/10,68/100,non-existing,HULU,non-existing,non-existing
Numb3rs,2005,7+,6.9/10,68/100,non-existing,HULU,non-existing,non-existing
Roswell,1999,16+,7.5/10,68/100,non-existing,HULU,non-existing,non-existing
Tyrant,2014,18+,7.8/10,68/100,non-existing,HULU,non-existing,non-existing
Legends,2014,16+,7.5/10,68/100,non-existing,HULU,non-existing,non-existing
Angie Tribeca,2016,16+,7.0/10,68/100,non-existing,HULU,non-existing,non-existing
FLCL,2000,18+,8.2/10,68/100,non-existing,HULU,non-existing,non-existing
Fosse/Verdon,2019,18+,7.9/10,68/100,non-existing,HULU,non-existing,non-existing
Assassination Classroom,2015,16+,8.0/10,68/100,non-existing,HULU,non-existing,non-existing
Top Chef,2006,16+,7.6/10,68/100,non-existing,HULU,non-existing,non-existing
Ghost Whisperer,2005,7+,6.4/10,68/100,non-existing,HULU,PRIME_VIDEO,non-existing
Darker than Black,2007,16+,7.7/10,68/100,non-existing,HULU,PRIME_VIDEO,non-existing
Kaguya-sama: Love is War,2019,16+,8.4/10,68/100,non-existing,HULU,non-existing,non-existing
Ally McBeal,1997,16+,6.8/10,68/100,non-existing,HULU,non-existing,non-existing
Everything's Gonna Be Okay,2020,16+,7.3/10,68/100,non-existing,HULU,non-existing,non-existing
Psycho-Pass,2012,18+,8.2/10,68/100,non-existing,HULU,PRIME_VIDEO,non-existing
The Powerpuff Girls,1998,7+,7.3/10,68/100,non-existing,HULU,non-existing,non-existing
Friday Night Dinner,2011,18+,8.1/10,68/100,non-existing,HULU,non-existing,non-existing
Wu-Tang: An American Saga,2019,18+,8.2/10,68/100,non-existing,HULU,non-existing,non-existing
Hellsing Ultimate,2006,18+,8.3/10,68/100,non-existing,HULU,non-existing,non-existing
Claws,2017,18+,7.4/10,68/100,non-existing,HULU,non-existing,non-existing
Marvel's M.O.D.O.K.,2021,18+,6.3/10,68/100,non-existing,HULU,non-existing,non-existing
Shark Tank,2009,7+,7.6/10,68/100,non-existing,HULU,non-existing,non-existing
Ghost Adventures,2008,13+,7.5/10,67/100,non-existing,HULU,non-existing,non-existing
Miranda,2009,7+,8.2/10,67/100,non-existing,HULU,non-existing,non-existing
Making It,2018,7+,7.9/10,67/100,non-existing,HULU,non-existing,non-existing
The Son,2017,16+,7.5/10,67/100,NETFLIX,HULU,non-existing,non-existing
10 Things I Hate About You,2009,16+,7.3/10,67/100,non-existing,HULU,non-existing,DISNEY_PLUS
Good Trouble,2019,16+,7.5/10,67/100,non-existing,HULU,non-existing,non-existing
Ben 10,2005,7+,7.3/10,67/100,non-existing,HULU,non-existing,non-existing
The Mick,2017,16+,7.8/10,67/100,non-existing,HULU,non-existing,non-existing
WWE Raw,1993,7+,7.8/10,67/100,non-existing,HULU,non-existing,non-existing
Party of Five,1994,7+,6.8/10,67/100,non-existing,HULU,non-existing,non-existing
Overlord,2015,18+,7.8/10,67/100,non-existing,HULU,non-existing,non-existing
The Path,2016,18+,7.3/10,67/100,non-existing,HULU,non-existing,non-existing
Descendants of the Sun,2016,16+,8.3/10,67/100,non-existing,HULU,PRIME_VIDEO,non-existing
Single Parents,2018,7+,7.1/10,67/100,non-existing,HULU,non-existing,non-existing
Deadliest Catch,2005,16+,7.8/10,67/100,non-existing,HULU,non-existing,non-existing
Gangland Undercover,2015,16+,8.2/10,67/100,non-existing,HULU,non-existing,non-existing
ThunderCats,1985,7+,7.9/10,67/100,non-existing,HULU,non-existing,non-existing
Shiki,2010,18+,7.7/10,67/100,non-existing,HULU,non-existing,non-existing
Rascal Does Not Dream of Bunny Girl Senpai,2018,16+,8.2/10,67/100,non-existing,HULU,non-existing,non-existing
Jane Eyre,2006,7+,8.3/10,67/100,non-existing,HULU,PRIME_VIDEO,non-existing
Kitchen Nightmares,2007,16+,7.5/10,67/100,non-existing,HULU,non-existing,non-existing
Devious Maids,2013,7+,7.8/10,67/100,non-existing,HULU,non-existing,non-existing
My Wife and Kids,2001,7+,6.8/10,67/100,non-existing,HULU,non-existing,non-existing
Star vs. the Forces of Evil,2015,7+,8.0/10,67/100,non-existing,HULU,non-existing,DISNEY_PLUS
Dark Side of the Ring,2019,16+,8.8/10,67/100,non-existing,HULU,non-existing,non-existing
High School DxD,2012,18+,7.6/10,67/100,non-existing,HULU,non-existing,non-existing
Transplant,2020,16+,7.9/10,67/100,non-existing,HULU,non-existing,non-existing
Apple Tree Yard,2017,16+,7.2/10,67/100,non-existing,HULU,non-existing,non-existing
9-1-1: Lone Star,2020,16+,6.8/10,67/100,non-existing,HULU,non-existing,non-existing
Fruits Basket,2019,7+,8.6/10,66/100,non-existing,HULU,non-existing,non-existing
Siren,2018,7+,7.0/10,66/100,non-existing,HULU,non-existing,non-existing
Holey Moley,2019,7+,6.9/10,66/100,non-existing,HULU,non-existing,non-existing
Diabolik Lovers,2013,16+,5.2/10,66/100,non-existing,HULU,non-existing,non-existing
Baby Daddy,2012,16+,7.4/10,66/100,non-existing,HULU,non-existing,non-existing
Digimon Adventure,1999,7+,7.3/10,66/100,non-existing,HULU,non-existing,non-existing
The Long Road Home,2017,18+,7.5/10,66/100,non-existing,HULU,non-existing,non-existing
Black Lagoon,2006,18+,8.0/10,66/100,non-existing,HULU,non-existing,non-existing
Taken,2017,18+,6.6/10,66/100,non-existing,HULU,non-existing,non-existing
Walker,2021,16+,5.9/10,66/100,non-existing,HULU,non-existing,non-existing
Catfish: The TV Show,2012,16+,7.1/10,66/100,non-existing,HULU,non-existing,non-existing
Treadstone,2019,18+,7.0/10,66/100,non-existing,HULU,non-existing,non-existing
The Incredible Hulk,1977,7+,7.0/10,66/100,non-existing,HULU,non-existing,DISNEY_PLUS
X-Men: Evolution,2000,7+,7.8/10,66/100,non-existing,HULU,non-existing,DISNEY_PLUS
Death Parade,2015,18+,7.9/10,66/100,non-existing,HULU,non-existing,non-existing
NEXT,2020,16+,6.7/10,66/100,non-existing,HULU,PRIME_VIDEO,non-existing
Golden Time,2013,16+,7.6/10,66/100,non-existing,HULU,non-existing,non-existing
Dollface,2019,18+,7.4/10,66/100,non-existing,HULU,non-existing,non-existing
Taxi,1978,7+,7.7/10,66/100,non-existing,HULU,non-existing,non-existing
Being Mary Jane,2014,16+,7.5/10,66/100,non-existing,HULU,non-existing,non-existing
Drunk History,2013,16+,7.8/10,65/100,non-existing,HULU,non-existing,non-existing
Twisted,2013,16+,7.3/10,65/100,non-existing,HULU,non-existing,non-existing
Brothers and Sisters,2006,16+,7.3/10,65/100,non-existing,HULU,non-existing,non-existing
Breakout Kings,2011,16+,7.3/10,65/100,non-existing,HULU,non-existing,non-existing
Scott & Bailey,2011,7+,8.0/10,65/100,non-existing,HULU,non-existing,non-existing
Little Britain,2003,18+,7.6/10,65/100,non-existing,HULU,non-existing,non-existing
Law & Order: Organized Crime,2021,16+,7.6/10,65/100,non-existing,HULU,non-existing,non-existing
Pinky and the Brain,1995,7+,7.8/10,65/100,non-existing,HULU,non-existing,non-existing
Ergo Proxy,2006,18+,8.0/10,65/100,non-existing,HULU,non-existing,non-existing
Noragami,2014,16+,7.9/10,65/100,non-existing,HULU,non-existing,non-existing
Primeval,2007,16+,7.3/10,65/100,non-existing,HULU,non-existing,non-existing
Face Off,2011,7+,8.2/10,65/100,non-existing,HULU,non-existing,non-existing
Love Island,2015,18+,5.2/10,65/100,non-existing,HULU,non-existing,non-existing
Highlander: The Series,1992,16+,7.2/10,65/100,non-existing,HULU,non-existing,non-existing
Prison School,2015,18+,7.6/10,65/100,non-existing,HULU,non-existing,non-existing
Medium,2005,16+,7.0/10,65/100,non-existing,HULU,non-existing,non-existing
Fire Force,2019,16+,7.7/10,65/100,non-existing,HULU,non-existing,non-existing
Second Chance,2016,16+,7.5/10,65/100,non-existing,HULU,non-existing,non-existing
American Housewife,2016,7+,7.4/10,65/100,non-existing,HULU,non-existing,non-existing
The First,2018,18+,6.7/10,65/100,non-existing,HULU,non-existing,non-existing
Reprisal,2019,18+,7.5/10,65/100,non-existing,HULU,non-existing,non-existing
Mushoku Tensei: Jobless Reincarnation,2021,16+,8.3/10,64/100,non-existing,HULU,non-existing,non-existing
The Kids Are Alright,2018,7+,7.9/10,64/100,non-existing,HULU,non-existing,non-existing
Remington Steele,1982,7+,7.2/10,64/100,non-existing,HULU,non-existing,non-existing
The Fades,2011,18+,7.7/10,64/100,non-existing,HULU,non-existing,non-existing
My Teen Romantic Comedy SNAFU,2013,16+,7.9/10,64/100,non-existing,HULU,non-existing,non-existing
Station 19,2018,16+,6.7/10,64/100,non-existing,HULU,non-existing,non-existing
New Tricks,2003,7+,7.8/10,64/100,non-existing,HULU,non-existing,non-existing
The Mary Tyler Moore Show,1970,7+,8.1/10,64/100,non-existing,HULU,non-existing,non-existing
Hill Street Blues,1981,16+,8.1/10,64/100,non-existing,HULU,non-existing,non-existing
Monster Musume: Everyday Life with Monster Girls,2015,18+,6.7/10,64/100,non-existing,HULU,non-existing,non-existing
The Conners,2018,7+,5.3/10,64/100,non-existing,HULU,non-existing,non-existing
NYPD Blue,1993,16+,7.6/10,64/100,non-existing,HULU,PRIME_VIDEO,non-existing
CSI: Miami,2002,16+,6.4/10,64/100,non-existing,HULU,non-existing,non-existing
Metalocalypse,2006,18+,8.2/10,64/100,non-existing,HULU,non-existing,non-existing
America's Got Talent,2006,7+,5.8/10,64/100,non-existing,HULU,non-existing,non-existing
DCI Banks,2011,16+,7.6/10,64/100,non-existing,HULU,non-existing,non-existing
The Future Diary,2011,18+,7.6/10,64/100,non-existing,HULU,non-existing,non-existing
Childrens Hospital,2008,18+,7.8/10,64/100,non-existing,HULU,non-existing,non-existing
The First 48,2004,18+,8.2/10,64/100,non-existing,HULU,non-existing,non-existing
Sense and Sensibility,2008,16+,8.0/10,64/100,non-existing,HULU,PRIME_VIDEO,non-existing
Teenage Mutant Ninja Turtles,2012,7+,7.8/10,64/100,non-existing,HULU,non-existing,non-existing
Monogatari,2009,16+,8.0/10,64/100,non-existing,HULU,non-existing,non-existing
Clique,2017,18+,7.0/10,63/100,non-existing,HULU,non-existing,non-existing
Atlantis,2013,7+,6.6/10,63/100,non-existing,HULU,non-existing,non-existing
Travel Man: 48 Hours in...,2015,7+,8.3/10,63/100,non-existing,HULU,non-existing,non-existing
Chowder,2007,7+,7.3/10,63/100,non-existing,HULU,non-existing,non-existing
The Hardy Boys,2020,7+,7.0/10,63/100,non-existing,HULU,non-existing,non-existing
Shots Fired,2017,16+,6.5/10,63/100,non-existing,HULU,non-existing,non-existing
The Familiar of Zero,2006,16+,7.0/10,63/100,non-existing,HULU,non-existing,non-existing
Four Weddings and a Funeral,2019,18+,7.2/10,63/100,non-existing,HULU,non-existing,non-existing
Hamilton's Pharmacopeia,2016,18+,8.9/10,63/100,non-existing,HULU,non-existing,non-existing
The New York Times Presents,2020,18+,6.7/10,63/100,non-existing,HULU,non-existing,non-existing
The Great North,2021,16+,6.5/10,63/100,non-existing,HULU,non-existing,non-existing
The Ultimate Fighter,2005,16+,7.8/10,63/100,non-existing,HULU,non-existing,non-existing
Foster's Home for Imaginary Friends,2004,7+,7.6/10,63/100,non-existing,HULU,non-existing,non-existing
The Tonight Show Starring Jimmy Fallon,2014,16+,7.2/10,63/100,non-existing,HULU,non-existing,non-existing
Barkskins,2020,18+,7.3/10,63/100,non-existing,HULU,non-existing,non-existing
River Monsters,2009,7+,8.1/10,63/100,non-existing,HULU,PRIME_VIDEO,non-existing
Highschool of the Dead,2010,18+,7.2/10,63/100,non-existing,HULU,non-existing,non-existing
The Marvelous Misadventures of Flapjack,2008,7+,7.8/10,63/100,non-existing,HULU,non-existing,non-existing
Difficult People,2015,18+,7.0/10,63/100,non-existing,HULU,non-existing,non-existing
Reba,2001,7+,6.5/10,63/100,non-existing,HULU,non-existing,non-existing
The Event,2010,16+,7.0/10,62/100,non-existing,HULU,non-existing,non-existing
American Gothic,1995,7+,8.1/10,62/100,non-existing,HULU,non-existing,non-existing
Garfield and Friends,1988,7+,7.3/10,62/100,non-existing,HULU,non-existing,non-existing
Home Economics,2021,7+,6.2/10,62/100,non-existing,HULU,non-existing,non-existing
Clannad After Story,2009,7+,8.6/10,62/100,non-existing,HULU,non-existing,non-existing
Bless This Mess,2019,7+,6.9/10,62/100,non-existing,HULU,non-existing,non-existing
Horrible Histories,2009,7+,8.8/10,62/100,non-existing,HULU,PRIME_VIDEO,non-existing
grown-ish,2018,16+,6.4/10,62/100,non-existing,HULU,non-existing,non-existing
Duncanville,2020,16+,6.0/10,62/100,non-existing,HULU,non-existing,non-existing
The Guest Book,2017,18+,7.2/10,62/100,non-existing,HULU,non-existing,non-existing
Speechless,2016,7+,7.6/10,62/100,non-existing,HULU,non-existing,non-existing
Intervention,2005,16+,7.8/10,62/100,non-existing,HULU,non-existing,non-existing
Dragon Ball GT,1996,7+,6.8/10,62/100,non-existing,HULU,non-existing,non-existing
Melissa & Joey,2010,16+,7.0/10,62/100,non-existing,HULU,non-existing,non-existing
General Hospital,1963,16+,6.5/10,62/100,non-existing,HULU,non-existing,non-existing
Lupin the Third,1971,16+,7.9/10,62/100,non-existing,HULU,non-existing,non-existing
Charlotte,2015,16+,7.6/10,62/100,non-existing,HULU,non-existing,non-existing
Mr. Mayor,2021,16+,6.3/10,62/100,non-existing,HULU,non-existing,non-existing
Murder in the First,2014,18+,7.3/10,62/100,non-existing,HULU,non-existing,non-existing
Jersey Shore: Family Vacation,2018,16+,6.6/10,62/100,non-existing,HULU,non-existing,non-existing
24: Legacy,2017,16+,6.2/10,62/100,non-existing,HULU,non-existing,non-existing
American Ninja Warrior,2009,7+,6.8/10,62/100,non-existing,HULU,non-existing,non-existing
Seraph of the End,2015,13+,7.5/10,62/100,non-existing,HULU,non-existing,non-existing
Brickleberry,2012,18+,7.3/10,62/100,non-existing,HULU,non-existing,non-existing
Ghosted,2017,7+,6.3/10,62/100,non-existing,HULU,non-existing,non-existing
Saving Hope,2012,16+,7.5/10,62/100,non-existing,HULU,non-existing,non-existing
Married at First Sight,2014,7+,6.2/10,61/100,non-existing,HULU,PRIME_VIDEO,non-existing
The Voice,2011,7+,6.5/10,61/100,non-existing,HULU,non-existing,non-existing
Wings,1990,7+,7.2/10,61/100,non-existing,HULU,non-existing,non-existing
American Pickers,2010,7+,7.0/10,61/100,non-existing,HULU,non-existing,non-existing
Nightwatch,2015,16+,8.8/10,61/100,non-existing,HULU,PRIME_VIDEO,non-existing
Gold Rush,2010,7+,7.3/10,61/100,non-existing,HULU,non-existing,non-existing
The Riches,2007,18+,7.8/10,61/100,non-existing,HULU,non-existing,non-existing
Lark Rise to Candleford,2008,7+,8.1/10,61/100,non-existing,HULU,non-existing,non-existing
Stan Against Evil,2016,16+,7.3/10,61/100,non-existing,HULU,non-existing,non-existing
Homicide Hunter: Lt Joe Kenda,2011,16+,8.8/10,61/100,non-existing,HULU,non-existing,non-existing
RuPaul's Drag Race: Untucked,2010,16+,7.8/10,61/100,non-existing,HULU,non-existing,non-existing
The Carmichael Show,2015,7+,7.7/10,61/100,non-existing,HULU,non-existing,non-existing
Moone Boy,2012,16+,8.1/10,61/100,non-existing,HULU,non-existing,non-existing
Tyler Perry's The Haves and the Have Nots,2013,16+,6.0/10,61/100,non-existing,HULU,non-existing,non-existing
Perfect Strangers,1986,7+,7.2/10,61/100,non-existing,HULU,PRIME_VIDEO,non-existing
The Practice,1997,16+,7.7/10,61/100,non-existing,HULU,non-existing,non-existing
Light as a Feather,2018,16+,6.6/10,61/100,non-existing,HULU,non-existing,non-existing
Burden of Truth,2018,16+,7.3/10,61/100,non-existing,HULU,non-existing,non-existing
Kamisama Kiss,2012,7+,8.1/10,61/100,non-existing,HULU,non-existing,non-existing
Mike Tyson Mysteries,2014,16+,8.1/10,61/100,non-existing,HULU,non-existing,non-existing
American Gladiators,1988,7+,6.5/10,61/100,non-existing,HULU,non-existing,non-existing
Felicity,1998,16+,6.8/10,60/100,non-existing,HULU,non-existing,non-existing
Expedition Unknown,2015,7+,8.2/10,60/100,non-existing,HULU,non-existing,non-existing
Rosewood,2015,16+,6.7/10,60/100,non-existing,HULU,non-existing,non-existing
The Guardian,2001,7+,7.4/10,60/100,non-existing,HULU,PRIME_VIDEO,non-existing
Jeremiah,2002,18+,7.0/10,60/100,non-existing,HULU,PRIME_VIDEO,non-existing
The Secret of Skinwalker Ranch,2020,7+,6.1/10,60/100,non-existing,HULU,non-existing,non-existing
Dharma & Greg,1997,16+,6.3/10,60/100,non-existing,HULU,non-existing,non-existing
The Real Housewives of Beverly Hills,2010,16+,5.1/10,60/100,non-existing,HULU,non-existing,non-existing
The Fall Guy,1981,16+,7.0/10,60/100,non-existing,HULU,non-existing,non-existing
Sealab 2021,2000,16+,7.9/10,60/100,non-existing,HULU,PRIME_VIDEO,non-existing
The Incredible Dr. Pol,2011,7+,8.6/10,60/100,non-existing,HULU,non-existing,DISNEY_PLUS
Whose Line Is It Anyway? (UK),1988,7+,8.2/10,60/100,non-existing,HULU,non-existing,non-existing
The Fruit of Grisaia,2014,18+,7.1/10,60/100,non-existing,HULU,non-existing,non-existing
St. Elsewhere,1982,7+,7.9/10,60/100,non-existing,HULU,non-existing,non-existing
Ben 10: Omniverse,2012,7+,6.0/10,60/100,non-existing,HULU,non-existing,non-existing
Naked and Afraid,2013,16+,6.6/10,60/100,non-existing,HULU,non-existing,non-existing
Woke,2020,18+,6.4/10,60/100,non-existing,HULU,non-existing,non-existing
Mr. Pickles,2014,18+,7.4/10,60/100,non-existing,HULU,non-existing,non-existing
The Moodys,2019,16+,6.8/10,60/100,non-existing,HULU,non-existing,non-existing
Being Erica,2009,16+,7.5/10,60/100,non-existing,HULU,PRIME_VIDEO,non-existing
Dual Survival,2010,16+,7.5/10,60/100,non-existing,HULU,non-existing,non-existing
Dimension 404,2017,16+,6.6/10,60/100,non-existing,HULU,non-existing,non-existing
Bad Banks,2018,7+,7.9/10,60/100,non-existing,HULU,non-existing,non-existing
Kojak,1973,16+,7.1/10,60/100,non-existing,HULU,non-existing,non-existing
Robin of Sherwood,1984,7+,8.5/10,60/100,non-existing,HULU,PRIME_VIDEO,non-existing
Ranma ½,1989,16+,7.9/10,60/100,non-existing,HULU,non-existing,non-existing
McLeod's Daughters,2001,16+,7.2/10,60/100,non-existing,HULU,non-existing,non-existing
Life Below Zero,2013,7+,8.0/10,60/100,non-existing,HULU,non-existing,DISNEY_PLUS
mixed-ish,2019,7+,6.2/10,60/100,non-existing,HULU,non-existing,non-existing
Mountain Men,2012,7+,7.3/10,60/100,non-existing,HULU,non-existing,non-existing
Baywatch,1989,7+,5.3/10,60/100,non-existing,HULU,PRIME_VIDEO,non-existing
Shut Eye,2016,18+,7.3/10,59/100,non-existing,HULU,non-existing,non-existing
Dietland,2018,18+,6.5/10,59/100,non-existing,HULU,non-existing,non-existing
Yona of the Dawn,2014,16+,8.1/10,59/100,non-existing,HULU,non-existing,non-existing
The Hustler,2021,7+,7.7/10,59/100,non-existing,HULU,non-existing,non-existing
Teen Titans Go!,2013,7+,5.4/10,59/100,non-existing,HULU,non-existing,non-existing
Designing Women,1986,7+,7.1/10,59/100,non-existing,HULU,non-existing,non-existing
Into the Dark,2018,18+,6.4/10,59/100,non-existing,HULU,non-existing,non-existing
Mobile Suit Gundam Wing,2000,13+,8.1/10,59/100,non-existing,HULU,non-existing,non-existing
Damien,2016,16+,6.9/10,59/100,non-existing,HULU,non-existing,non-existing
Mistresses,2013,16+,7.1/10,59/100,non-existing,HULU,non-existing,non-existing
The Lord of the Skies,2013,16+,6.8/10,59/100,non-existing,HULU,non-existing,non-existing
Snow White with the Red Hair,2015,16+,7.8/10,59/100,non-existing,HULU,non-existing,non-existing
The Masked Singer,2019,7+,6.0/10,59/100,non-existing,HULU,non-existing,non-existing
Danganronpa: The Animation,2013,18+,6.9/10,59/100,non-existing,HULU,non-existing,non-existing
Hellsing,2001,18+,7.9/10,59/100,non-existing,HULU,non-existing,non-existing
Fate/stay night,2006,18+,7.3/10,59/100,non-existing,HULU,non-existing,non-existing
Uncle,2014,16+,7.9/10,59/100,non-existing,HULU,non-existing,non-existing
Deadly Women,2005,16+,8.0/10,59/100,non-existing,HULU,PRIME_VIDEO,non-existing
Ironside,1967,7+,6.9/10,59/100,non-existing,HULU,non-existing,non-existing
D.Gray-man,2006,16+,7.7/10,59/100,non-existing,HULU,non-existing,non-existing
Space Dandy,2014,16+,8.1/10,59/100,non-existing,HULU,non-existing,non-existing
Songland,2019,7+,8.0/10,59/100,non-existing,HULU,non-existing,non-existing
